S.N.,Product Code,Products
5370,85287290,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus"
5371,85287300,Black and white or other monochrome
5372,85291000,"Aerial and aerial reflector, parts"
5373,85299010,Television receiver parts
5374,85299090,Parts of radiobroadcast receivers
5375,85301000,Equipments for railways or tramways
5376,85308000,Elcetrically signaling equipments
5377,85309000,"Parts of electrical signalling, safety or traffic control equipment of railways"
5378,85311000,Burglar or fire alarm
5379,85312000,Indicator panels incorporating liquid crystal devices or light emitting diodes
5380,85318000,Bell and alarms
5381,85319000,Parts of electric sound or visual signalling apparatus
5382,85321000,Fixed capacitor designed for use in 50/60 hz circuit and having a reactive power handling capacity of not less than 0.5 kVAR
5383,85322100,Tantalum
5384,85322200,Aluminium electrolytic
5385,85322300,"Fixed Capacitor( Ceramic dielectric , single layer)"
5386,85322400,"Ceramic dielectric, multilayer"
5387,85322500,Dielectric of paper or plastics
5388,85322900,Fixed capacitors
5389,85323000,Variable or adjustable capacitor
5390,85329000,Parts of fixed capacitors
5391,85331000,"Fixed carbon resistors, composition or film types"
5392,85332100,Resistor for a power handling capacity not exceeding 20w
5393,85332900,Electrical resistor
5394,85333100,"Wirewound variable resistors, including rheostats and potentiometers for a power handling capacity not exceeding 20 W"
5395,85333900,Wirewound variable resistor
5396,85334000,"Variable resistor, including rhcostats and potentiometers"
5397,85339000,Parts of electrical resistors
5398,85340000,Printed Circuits
5399,85351000,Fuses for voltage exceeding 1000 volts
5400,85352100,"Automatic circuit breaker, for a voltage of less than 72.5KV"
5401,85352900,"Automatic circuit breaker, for voltage exceeding 1000 volts"
5402,85353000,Isolating switches and make-and-break switches for voltage exceeding 1000 volts
5403,85354000,Voltage limiters for voltage exceeding 1000 volts
5404,85359000,"Electrical apparatus for switching or protecting electrical circuit, for a voltage exceeding 1000 volts"
5405,85361000,"Fuses, for voltage not exceeding 1000 volts"
5406,85362000,Automatic circuit breaker
5407,85363000,Appartus for protecting electrical circuits
5408,85364100,Relays for avoltage exccding 60 V
5409,85364900,Relays
5410,85365000,Switches for voltage not exceeding 1000 volts
5411,85366100,Lamp holder
5412,85366900,Plug and sockets
5413,85367000,"Connectors for optical fibres, optical fibre bundles or cables"
5414,85369000,"Electrical apparatus for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts"
5415,85371000,"Boards, panels, consoles, desk, cabinets and other bases for avoltage not exceeding than 1000 V"
5416,85372000,"Boards, panels and other bases equipped with two or more apparatus for a voltage exceeding 1000V"
5417,85381000,"Boards, panels, consoles, desk, cabinets and other bases for a voltage not equipped with their apparatus"
5418,85389000,Parts of electric apparatus
5419,85391000,Sealed beam lamp units
5420,85392100,Tungsten halogen filament lamps
5421,85392200,"Filament lamp, excluding ultra-violet or infra-red lamp, of a power not exceeding 200 w and for a voltage exceeding 100v"
5422,85392900,Filament lamps
5423,85393100,Fluorescent discharge lamp
5424,85393200,Mercury or sodium vapour lamp
5425,85393900,"Discharge lamp, other than ultra-violet lamp"
5426,85394100,Arc lamps
5427,85394900,Ultra violet or infra red lamps
5428,85395000,Light emiting diode LED lamps
5429,85399000,Parts of electric filament or discharge lamps
5430,85401100,Colour cathode ray television picture tube
5431,85401200,Black and white cathode ray television picture tube
5432,85402000,"Television camera tubes, image converters and intensifiers, other photocathode tubes"
5433,85404000,"Data/graphic display tubes, colour with a phosphor dot screen pitch smaller than 0.4 mm"
5434,85405000,"Data/graphic display tubes, black and white or other monochrome"
5435,85406000,Cathode ray tubes
5436,85407100,Magnetrons
5437,85407200,Klystrons
5438,85407900,Microwave tubes
5439,85408100,Recevier or amplifier valves and tubes
5440,85408900,Valves and tubes
5441,85409100,Parts of cathoderay tubes
5442,85409900,"Parts of thermionic, valves and tubes"
5443,85411000,"Iodes, other than photosensetive or light emitting diodes"
5444,85412100,"Transistors, other than photosensitive transistors, With a dissipation rate of less than 1 W"
5445,85412900,"Transistors, other than photosensitive transistors"
5446,85413000,Thyistors
5447,85414000,Photosensetive semi conductor devices
5448,85415000,Semi conductor devices
5449,85416000,Mounted piezo-electric crystal
5450,85419000,Parts of transistors and similar semi conductor devices
5451,85421000,Cards in corporating electronic integrated circuits
5452,85421200,Cards in corporating electronic integrated circuits
5453,85421900,Monolithic digital intregeted circuit including circuit obtained by a combination of bi-polar and MOS technologies
5454,85422100,Digital monolithic integrated cicuits
5455,85422900,Monolithic integrated cicuits
5456,85423000,Monolithic integrated cicuits
5457,85423100,"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers,  clock and timing circuits, or other circuits"
5458,85423200,Memories
5459,85423300,Amplifiers
5460,85423900,Electronic  circuits
5461,85425000,Electronic microassemblies
5462,85426000,Hybrid integrated circuits
5463,85427000,Electronic microassemblies
5464,85429000,Parts of electronic integrated cicuit
5465,85431000,Particle accelerators
5466,85431900,Particle accelerators
5467,85432000,Signal generators
5468,85433000,"Machine and apparatus for electroplating, electrolysis or electrophoresis"
5469,85434000,Electric fencse energisers
5470,85437000,"Electrical machines and apparatus, having individual  function"
5471,85438100,Proximity cards and tags
5472,85438900,Voltage stabilizers
5473,85438910,Voltage regulators
5474,85439000,Parts of electrical  machine and apparatus having individual function
5475,85441100,Copper wire
5476,85441900,Winding wire
5477,85442000,Coaxial cable and coaxial electric conductors
5478,85443000,Ignition wiring sets
5479,85444100,"Electric conductor fitted with connector, for a voltage not exceeding 80 V but not exceeding 1000v"
5480,85444200,"Insulated (including enamelled or anodised) wire, cable  fitted with connectors"
5481,85444900,Electric conductor for a voltage not exceeding 80 V
5482,85445100,"Electric conductors, for a voltage exceeding 80 V but not exceeding 1,000 V fitted with connectors"
5483,85445900,Electric conductors for a voltage exceeding 80v but not exceeding 1000 volts
5484,85446000,"Electric conductors, for a voltage exceeding 1000v"
5485,85447000,Optical fibre cable
5486,85451100,Winding wire of copper
5487,85451900,Electrodes
5488,85452000,Carbon brushes
5489,85459000,Articles of graphite or carbon
5490,85461000,Electrical insulators of glass
5491,85462000,Electrical insulator of ceramics
5492,85469000,"Electrical insulator, other than glass and ceramics"
5493,85471000,Insulating fittings of ceramics
5494,85472000,Insulating fittings of plastics
5495,85479000,Insulating fitting for electrical machine
5496,85481000,"Waste and scrap of primary cells/batteries, electric accumulators"
5497,85489000,Electrical parts of machinery or apparatus
5498,86011000,Rail locomotives powered form an external source of  elctricity
5499,86011200,Rail locomotives powered form an external source of elctricity or by electric accumulators powered by electric accumulators
5500,86012000,Rail locomotives powered by electric accumulators
5501,86021000,Diesel-electric locomotives
5502,86029000,Rail locomotives: locomotive tenders
5503,86031000,"Self-propelled railways or tramway coaches, vans and trucks powered from an external source of electricity"
5504,86039000,"Self-propelled railway or tramway coaches, vans and  trucks"
5505,86040000,Railways or tramway maintence or service vechiles
5506,86050000,Railway or tramway passenger coaches
5507,86061000,Tank wagons and the like
5508,86063000,Self-discharging vans and wagons
5509,86069100,"Railway or tramway goods vans and wagons, not self-propelled covered and closed"
5510,86069900,"Railway or tramway goods vans and wagons, not self-propelled"
5511,86071100,Driving bogies and bissel-bogies
5512,86071200,Bogies and bissel-bogies
5513,86071900,Parts of locomotives or rollingstock
5514,86072100,Air brakes and parts thereof
5515,86072900,"Parts of railway or tramway locomotives or rollingstock,Brakes"
5516,86073000,"Hooks and other coupling devices, buffers and parts thereof"
5517,86079100,Parts of locomotives
5518,86080000,Railway or tram way track fixtures and fittings
5519,86090000,Container speically designed and equipped for carriage by one or more modes of transport
5520,87011000,Pedestrian controlled tractors
5521,87011010,Pedestrian controlled tractors upto 1800  cc
5522,87011090,Pedestrian controlled tractors
5523,87012000,Road tractors for semi-trailers
5524,87012010,Road tractors for semi-trailers upto 1800 cc
5525,87012090,Road tractors for semi-trailers
5526,87013000,Track-laying tractors
5527,87019000,"Tractors,"
5528,87019010,"Tractors, not exceeding 1800cc"
5529,87019090,"Tractors, exceeding 1800cc"
5530,87021010,"Buses (with a capacity  more than 25 seats), with compression-ignition internal combustion piston engine (diesel or semi-diesel)"
5531,87021020,"Minibuses(with a capacity 16-25 seats), with compression-ignition internal combustion piston engine (diesel or semi-diesel)"
5532,87021030,"Microbuses (with a capacity 11-15 seats), with compression-ignition internal combustion piston engine (diesel or semi-diesel)"
5533,87021040,"Jeep, Car and Van"
5534,87021090,"Jeep, car and van with compression-ignition internal combustion piston engine (diesel or semi-diesel) upto 14 seats"
5535,87022040,Jeep Car and Van
5536,87023040,"Jeep, Car, Van"
5537,87029000,"Minibuses, buses"
5538,87029010,Buses (with a capacity more than 25 seats)
5539,87029020,Minibuses (with a capacity 16-25 seats)
5540,87029030,Microbuses (with a capacity 11-15 seats)
5541,87029040,"Van, Jeep, Car"
5542,87029090,"Jeep, Car and Van"
5543,87029091,"Jeep, Car and Van ,electrically operated"
5544,87029099,"Jeep, Car and Van of ten or more persons, including the driver"
5545,87031000,"Vehicles specially designed for travelling on snow, golf cars and similar vehicles"
5546,87031010,Vehicles specially designed for snow
5547,87031090,"Vehicles specially designed for travelling on snow, golf cars and similar vehicles"
5548,87032100,Three wheeler vehicles of a cylinder capacity not exceeding 1000cc
5549,87032110,Three wheeler vehicles of a cylinder capacity not exceeding 1000cc
5550,87032190,"Motor car, vehicle of a cylinder capacity not exceeding 1000cc, with spark-ignition internal combustion reciprocating piston engine"
5551,87032200,"Motor car, vehicle of a cylinder capacity exceeding 1000cc but not exceeding 1500cc, with spark-ignition internal combustion reciprocating piston engine"
5552,87032300,"Motor car, vehicle of a cylinder capacity exceeding 1500cc but not exceeding 3000cc with spark-ignition internal combustion reciprocating piston engine"
5553,87032310,Vehicles of a cylinder capacity exceeding   500 cc but not exceeding 3000 cc.
5554,87032320,"Jeep, Car and Van of a cylinder capacity exceeding 1500cc but not exceeding 3000cc"
5555,87032330,Vehicle of a cylinder capacity exceeding 1500cc but not exceeding 3000cc
5556,87032400,"Motor car, vehicle of a cylinder capacity exceeding 3000cc with spark ignition internal combustion reciprocating piston engine"
5557,87033100,"Motor car, vehicle of a cylinder capacity not exceeding 1500cc, with compression-ignition internal combustion piston engine (diesel or semi-diesel)"
5558,87033200,"Motor car, vehicle of a cylinder capacity exceeding 1500cc but not exceeding 2500cc, with compression ignition internal combustion piston engine"
5559,87033210,Vehicles with diesel engine of cylinder  capacity 1500-2500cc
5560,87033220,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc
5561,87033300,"Motor cars, vehicles of a cylinder capacity exceeding 2500cc, with compression ignition internal combustion piston engine"
5562,87038010,Other vehicles with only electric motor for propulsion.
5563,87038090,Other vehicles with only electric motor for propulsion.
5564,87039000,Motor cars and motor vehicles
5565,87039011,Electrically operated three Wheelers
5566,87039019,Motor cars and other motor vehicles principally designed for the transports of persons
5567,87039090,Electrically operated motor cars and other motor vehicles
5568,87041000,Dumpers designed for off-highway use
5569,87042100,"Motor vehicles with compression-ignition internal combustion piston engine, gvw not exceeding 5 tonnes"
5570,87042110,"Double-cab pickup principally desgined for the transport of goods and having mor than 2 seats including drivers for the transportation of persons, not exceeding 5 tonnes"
5571,87042120,"Single-cab pickup principally desgined for the transport of goods and having mor than 2 seats including drivers,  not exceeding 5 tonnes"
5572,87042190,Motor vehicles for the transport of good g.v.w. not exceeding 5 tonnes
5573,87042200,"Motor vehicles with compression-ignition internal combustion piston engine, gvw exceeding 5 tonnes but not exceeding 20 tonnes"
5574,87042210,"Motor vehicles with compression-ignition internal combustion piston engine, gvw exceeding 5 tonnes but not exceeding 20 tonnes"
5575,87042290,"Motor vehicles for the transport of goods, g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes"
5576,87042291,"Tanker fitted with chassis, specially designed for transporting milk"
5577,87042292,Closed truck fitted with chassis
5578,87042293,"Bullet tank fitted with chassis, specially designed for transporting liquid petroleum gas"
5579,87042299,Motor vehicles for the transport of goods
5580,87042300,Motor vehicles with compression-ignition internal combustion piston engine. gvw exceeding 20 tonnes
5581,87043100,Motor vehicles with  spark-ignition internal combustion piston engine gvw not exceeding 5 tonnes
5582,87043200,Motor vehicles with spark ignition internal combustion piston engine gvw exceeding 5 tonnes
5583,87049000,Motor vehicles for the transport of goods
5584,87049010,"Motor vehicles for the transport of goods,equipped with refrigerating system"
5585,87049090,Motor vehicles for the transport of goods
5586,87051000,Crane lorries
5587,87052000,Mobile drilling derricks
5588,87053000,Fire fighting vehicles
5589,87054000,Concrete-mixer lorries
5590,87059000,Specially purpose motor vehicles
5591,87059010,Road cleaning broomers
5592,87059090,"Special purpose motor vehicles, nes (eg breakdown lorries, etc)."
5593,87060010,Chassis fitted with engines of tractors
5594,87060011,Chassis fitted with engines of tractors of Heading
5595,87060012,Chasis fitted with engine of Minibuses (with a capacity 15-25 seats)
5596,87060013,Microbuses ( with a capacity 11-14 seats)
5597,87060014,"Chassis fitted with engines, of Jeep, Car and Vans"
5598,87060015,"Chassis fitted with engines, for the motor vehicles, Of three wheeler vehicles (auto-Rickshaws)"
5599,87060016,Chassis fitted with engines of Pick-up Vahicles
5600,87060017,Dumpers designed for off-highway use
5601,87060019,Chasis fitted with engine of bus and trucks
5602,87060020,Chassis fitted with engines of Minibuses (with a capacity 15-25 seats)
5603,87060030,Chasis of Microbus(11 to 15 seat Capacity)
5604,87060040,"Chasis of Jeep,Car & Van ."
5605,87060050,Chassis fitted with engines of three wheeler vehicles (auto-Rickshaws)
5606,87060060,Chassis fitted with engines of Pick-up Vahicles
5607,87060070,Chassis fitted with engines of dumpers designed for off-highway use
5608,87060080,"Chassis fitted with engines of Bus, Trucks"
5609,87060090,Chassis fitted with engines
5610,87071000,Bodies of the motor cars
5611,87079000,Bodies of the motor vehicle
5612,87080000,Parts of tractor
5613,87081000,Bumpers and parts
5614,87082100,Saefty seat belt
5615,87082900,Parts and accessories of motor bodies
5616,87083000,Brakes and servo-brakes: parts thereof
5617,87083100,Mounted brake linings
5618,87083900,Brakes and servo-brakers
5619,87084000,Gear boxes
5620,87085000,"Drive-axles with differential , whether or not provided with other transmission component"
5621,87086000,Non-driving axles and parts thereof
5622,87087000,Road wheel and parts of thereof
5623,87088000,Suspension shock absorber
5624,87089100,Radiators
5625,87089200,Silencer and exhaust pipe
5626,87089300,Clutches and parts
5627,87089400,"Steering wheels, steering columns and steering boxes"
5628,87089500,Safety airbags with inflater system: parts thereof
5629,87089900,Parts and accessories of motor vehicle
5630,87091100,"Electrical vehicles, self-propelled, not fitted with lifting or  handling equipment, of the type used in factories,  warehouses, dock areas or airports for short distance  transport of goods"
5631,87091900,"Works trucks, self propelled, not fitted with lifting or handling equipment"
5632,87099000,"Parts of works trucks, self propelled, not fitted with lifting or handling equipment"
5633,87100000,Tanks and armoured figling vehicles
5634,87111000,Motorcycles With reciprocating internal combustion piston  engine of a cylinder capacity not exceeding 50 cc
5635,87112000,Motorcycle with reciprocating internal combustion piston engine of a cylinder capacity exceeding 50cc but not exceeding 250cc
5636,87112010,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor with or without side-cars; side-cars,of unassembled condition"
5637,87112011,Motorcycles with reciprocating engine of c  pacity 50-250cc
5638,87112019,Motorcycles with reciprocating engine of c  pacity 50-250cc
5639,87112090,Motorcycles (including mopeds) and cycles fitted with an auxiliary motor with or without side-cars; side-cars
5640,87112091,Motorcycles with reciprocating engine of c  pacity 50-250cc
5641,87112099,Motorcycles with reciprocating engine of c  pacity 50-250cc
5642,87113000,Motorcycle with reciprocating internal combustion piston engine of a cylinder capacity exceeding 250cc but not exceeding 500cc
5643,87113010,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor with or without side-cars; side-cars,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc  of unassembled condition"
5644,87113090,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor with or without side-cars; side-cars,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc"
5645,87114000,Motorcycle with reciprocating internal combustion piston engine of a cylinder capacity exceeding 500cc but not exceeding 800cc
5646,87115000,Motorcycles with reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc
5647,87116000,Motorcycle with electric motor for propulsion
5648,87119000,Motor cycles
5649,87119010,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor with or without side-cars; side-cars,electrically operated"
5650,87119090,Motorcycles (including mopeds) and cycles fitted with an auxiliary motor
5651,87120000,Bicycles and other cycles
5652,87120010,Bicycle without gear
5653,87120090,Bicycle with gear
5654,87131000,"Invalid carriage, not mechanically propelled"
5655,87139000,"Invalid carriages, mechanically propelled"
5656,87141000,Parts and accessories of vehicles of motorcycles (including mopeds)
5657,87141100,Saddles of motorcycle
5658,87141900,Motorcycle parts
5659,87142000,Invalid carrigaes of motocycle
5660,87149100,Frames and forks
5661,87149200,Wheel rims and spokes of motorcycle
5662,87149300,"Hubs, other than coaster braking hubs and hub brakes,  and free-wheel sprocket-wheels"
5663,87149400,"Brakes, inluding coaster brakin hubs and hub brakes and parts thereof"
5664,87149500,Saddles
5665,87149600,"Pedals and crank-gear, and parts of thereof"
5666,87149910,Bicycle parts
5667,87149990,Parts of other cycles
5668,87150000,Baby carriages
5669,87161000,"Trailers and semi trailers of the caravan type , for housing or camping"
5670,87162000,"Self loading or self-unloading Trailers and semi trailers of the caravan type, for housing or camping"
5671,87163100,Tanker trailers and tanker semi-trailers
5672,87163900,Trailers and semi-trailers for the transport of goods
5673,87164000,Trailer and semi-trailer
5674,87168000,"Vehicles, not mechanically propelled"
5675,87169010,Wheels of woods for carts
5676,87169090,Parts of trailers and semi trailers
5677,88010000,"Balloons and dirigibles: gliders, hang gliders and other non-powered aircraft"
5678,88011000,Gliders and hand gliders
5679,88019000,Balloons and dirigibles
5680,88021100,"Helicopter, of an unladen weight not exceeding 2000kg"
5681,88021200,"Helicopter, of an unladen weight exceeding 2000kg"
5682,88022000,"Aeroplane, of an unladen weight not exceeding 2000kg"
5683,88023000,"Aeroplane, of an unladen weight exceeding 2000kg but not exceeding 15,000kg"
5684,88024000,"Aeroplane, of an unladen weight exceeding 15000kg"
5685,88026000,Spacecraft and suborbital and spacecraft laucnch vechiles
5686,88031000,Propellers and rotors and parts
5687,88032000,Under-carriages and parts thereof
5688,88033000,Parts of aeroplane and helicopters
5689,88039000,Parts of ballons and dirigibles and aircrafts
5690,88040000,Parachute
5691,88051000,Aircraft launching gear and parts thereof: deck arrestor or similar gear and parts thereof
5692,88052000,Ground flying trainers and parts thereof
5693,88052100,Air combat simulator and parts theeof
5694,88052900,Ground flying trainers and parts thereof
5695,89011000,Boats
5696,89013000,Refigerated vessels
5697,89019000,Vessels for the transport of goods and other vessels for  the transport of both persons and goods
5698,89020000,Fishing vessels
5699,89031000,"Yatch and other vessels , inflatable"
5700,89039100,Sailboat with or without auxilliary motor
5701,89039200,"Motorboats, other than outboard motorboard"
5702,89039900,Yatch
5703,89040000,Tugs and pusher craft
5704,89051000,Dredgers
5705,89059000,"Light-vessels, fire-floats"
5706,89069000,Lifeboats
5707,89071000,Inflatable rafts
5708,89079000,Floating structures
5709,89080000,Vessels and other floating structures for breaking up
5710,90011000,"Optical fibres, optical fibre bundles and cables"
5711,90012000,Sheets and plates of polarising material
5712,90013000,Contact lenses
5713,90013010,Entraocular lences
5714,90013090,Contact lenses
5715,90014000,Spectacle lenses of glass
5716,90015000,Spectacle lenses of other materials
5717,90019000,Optical equipment
5718,90021100,"Objective lenses for camera, projector or photographic enlargers or reducers"
5719,90021900,Objectives Lenses
5720,90022000,Filters
5721,90029000,Mirror and other optical elements
5722,90031100,Plastic frames and mountings
5723,90031900,Frames and mountings
5724,90039000,Parts of frames and mounting
5725,90041000,Sunglasses
5726,90049000,Spectacles
5727,90051000,Binoculars
5728,90058000,Monocular
5729,90059000,Parts of astronomical instruments
5730,90061000,"Cameras, used for preparing printing plates or cylinders"
5731,90062000,Cameras of a kind used for recording document on microfilm
5732,90063000,"Cameras speically designed for underwateruse, for aeiral survey or for medical or surgical examination of internal organ: comparision cameras for foreensic or criminological purposes"
5733,90064000,Instant print cameras
5734,90065100,"Cameras, with through-the-lens viewfinder, for roll film of a width not exceeding 35mm"
5735,90065200,"Cameras, for roll film of a width less than 35mm"
5736,90065300,"Camera, for roll film of a width of 35mm"
5737,90065900,"Cameras, photographic"
5738,90065995,Photgraphic camera
5739,90065999,Photgraphic camera
5740,90066100,Flashlight
5741,90066200,"Flashbulbs, flashcubes"
5742,90066900,Photographic flashlight apparatus
5743,90069100,Camera parts
5744,90069900,Parts and accessories photographic apparatus
5745,90071000,Cameras
5746,90071100,Cinematographic cameras for film of less than 16mm width or for double 8mm film
5747,90071900,Cinematographic cameras
5748,90072000,"Projectors, cinematographic"
5749,90079100,Parts and accessories for cinematographic camera
5750,90079200,Parts and accessories for projectors
5751,90081000,Slide projectors
5752,90082000,"Microfilm, microfiche"
5753,90083000,Image projectors
5754,90084000,Photographic enlargers and reducers
5755,90085000,"Projectors, enlargers and reducers"
5756,90089000,Parts and accessories of projector
5757,90091100,Electrostatic photo-copying apparatus operating by reproducing the original image directly onto the copy
5758,90091200,Electrostatic photo-copying apparatus operating by reproducing the original image via an intermediate onto the copy
5759,90092100,"Photocopying apparatus, incorporating an optical system"
5760,90092200,Photocopying apparatus of the contact type
5761,90093000,Thermo-copying apparatus
5762,90093099,Thermo copying appartus
5763,90099000,Parts and accessories of photocopying apparatus
5764,90099100,Parts and accessories of Automatic document feeder
5765,90099200,Parts and accessories of paper feeders
5766,90099300,Parts and accessories of sorters
5767,90099900,Parts and accessories of photocopying apparatus
5768,90101000,Apparatus and equipment for automatically developing photographic film or paper
5769,90104900,Apparatus for the projection or drawing of circuit patterns on sensitised semiconductor materials
5770,90105000,Apparatus and equipment for photographic laboratories: negatoscope
5771,90106000,Projection screens
5772,90109000,"Parts and accessories of photographic, labarotories apparatus"
5773,90111000,Stereoscopic microscope
5774,90112000,Microscope for microphotograhhy
5775,90118000,Compound optical microscope
5776,90119000,Parts and accessories of microscope
5777,90121000,Microscopes other than optical microscope
5778,90129000,Parts and accessories of microscope other than optical
5779,90131000,Telescopic sights for fitting to arms
5780,90132000,"Lasers, other than laser diodes"
5781,90138000,"Liquid crystal devices, appliances and instruments"
5782,90139000,Parts and accessories of liquid crystal devices
5783,90141000,Direction finding compasses
5784,90142000,Instrument and appliances for aeronautical or space navigation
5785,90148000,Navigational instrument and appliances
5786,90149000,Parts and accessories of navigational instrument and appliances
5787,90151000,Range finders
5788,90152000,Theodolites and tacheometers
5789,90153000,Levels
5790,90154000,Photogrammatrical surveying instrument
5791,90158000,Surveying instruments
5792,90159000,"Parts and accessories of surveying, hydrographical, oceanographic, hydrological, metrological, geophysical instruments"
5793,90160000,"Balances of a sensitivity of 5cg or better, with or without weights"
5794,90171000,Drafting table and machines
5795,90172000,"Drawing, marking out or mathematical calculating instruments"
5796,90173000,Micrometers
5797,90178000,Instrument for measuring length
5798,90179000,"Parts and accessories of drawing, marking out or mathematical caculating instruments"
5799,90181100,Electro-cardiographs
5800,90181200,Ultrasonic scanning apparatus
5801,90181300,Magnetic resonance imaging apparatus
5802,90181400,Scientigraphic appartus
5803,90181900,Electro-diagnostic apparatus
5804,90182000,Ultra violet or infra red apparatus
5805,90183100,Syringes
5806,90183200,Tubular metal needles and needles for sutures
5807,90183900,"Catheters, cannulae"
5808,90184100,Dental drill engine
5809,90184900,Instrument appliances used in dental science
5810,90185000,Opthalmic instruments and appliances
5811,90189000,Electro-medical instruments and appliances
5812,90191000,"Mechano-therapy appliances, massage apparatus, psychological aptitude-testing apparatus"
5813,90192000,Therapeutic respiration apparatus
5814,90200000,Breathing appliances and gas mask
5815,90211000,Orthopaedic or fracture appliances
5816,90211900,Orthopaedic or fracture appliances
5817,90212100,Artificial teeth
5818,90212900,Dental fittings
5819,90213000,Artificial parts of body
5820,90213100,"Orthopaedic appliances, artificial joints"
5821,90213900,Artificial parts of body
5822,90214000,"Hearing aids, excluding parts and accessories"
5823,90215000,Pacemakers
5824,90219000,Orthopedic appliances
5825,90221200,Computed tomography apparatus
5826,90221300,Radiotherapy apparatus for dental uses
5827,90221400,Radiotherapy apparatus for medical use
5828,90221900,Apparatus based on x-rays
5829,90222100,"Apparatus base on the use of alpha, beta or gamma radiation for medical, surgical, dental or vaterinary use"
5830,90222900,"Apparatus based on the use of alpha, beta or gamma radiation"
5831,90223000,X-ray tubes
5832,90229000,Parts and accessories of apparatus based on x-ray
5833,90229099,Parts and accessories of appartus on use of X-rays
5834,90230000,"Instruments, apparatus and models, designed for demonstrational purposes"
5835,90241000,Machine and appliances for testing metal
5836,90248000,"Machines and appliances for testing the hardness, strength"
5837,90249000,"Parts and accessories of machine and appliances for testing hardness, strength, compressibility, elasticity or the mechanical properties of material"
5838,90251100,"Thermometer, liquid filled"
5839,90251900,Thermometer
5840,90258000,Hydrometer or similar floating instrument
5841,90259000,Parts and accessories of hydrometers
5842,90261000,Instrument for measuring or checking the flow of levels of liquid
5843,90262000,Instrument for measuring or checking pressure
5844,90268000,Instrument and apparatus for measuring or checking pressure
5845,90269000,"Parts and accessories of instrument for measuring checking flow, level"
5846,90271000,Gas or smoke analysis apparatus
5847,90272000,Chromatographs and electrophoresis instruments
5848,90273000,"Spectrometer, spectrophotometer, and spectrographs using optical radiation"
5849,90274000,Exposuere meters
5850,90275000,Instrument and apparatus using optical radiation
5851,90278000,Instrument and apparatus for measuring or checking viscosity porcity expansion surface tension
5852,90279000,Microtomes: parts and accessories
5853,90281000,Gas meter
5854,90282000,Liquid meter
5855,90283000,Electricity meters
5856,90289000,"Parts and accessories of gas, liquid or electric supply or production meter"
5857,90291000,"Taximeter, mileometer"
5858,90292000,"Speed indicator and tachometers, stroboscopes"
5859,90299000,"Parts and accessories of Taximeter, mileometer, Speed indicator and tachometers, stroboscopes"
5860,90301000,Instruments and apparatus for measuring or detecting ionising radiations
5861,90302000,Cathode ray oscilloscope and cathode ray oscillograph
5862,90303100,Multimeters
5863,90303200,Multimeters with a recording device
5864,90303300,"instruments and apparatus, for measuring or checking voltage, current, resistance or power without a recording device"
5865,90303900,"Instrument and apparatus for measuring or checking voltage, current, resistance or power"
5866,90304000,Instrument and appartus for telecommunication
5867,90308200,Instrument and appartus for measuring or checking semiconductor wafers or devices
5868,90308300,"Instrument and apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic or other ionising radiations with recording device"
5869,90308400,"Gas, liquid or electricity supply or production meters with a recording device"
5870,90308900,"Instrument and apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic or other ionising radiations"
5871,90309000,"Parts and accessories of oscilloscope, spectrum analysers and other apparatus for measuring and checking electrical quantities"
5872,90311000,Machine for balancing mechanical parts
5873,90312000,Test benches
5874,90313000,Profile projectors
5875,90314100,Optical instrument and appliances for inspecting semi conductor wafars
5876,90314900,Measuring or checking instruments
5877,90318000,Optical instrument and appliances
5878,90319000,Parts and accessories of measuring or checking instrument
5879,90321000,Thermostats
5880,90322000,Manostats
5881,90328100,Hydraulic or pneumatic instrument and apparatus
5882,90328900,Automatic regulating or controlling instrument
5883,90329000,Parts of regulating or controlling machine
5884,90330000,"Parts and accessories of optical, cinematographic, medical or surgical instruments"
5885,91011100,"Wrist-watches, electrically operated with mechanical display only"
5886,91011200,"Wrist-watches, electrically operated with opto-electronic display only"
5887,91011900,"Wrist-watches, electrically operated with case of precious metal"
5888,91012100,Wrist-watches with automatic winding
5889,91012900,"Wrist-watch, whether or not incorporating a stop watch facility, with case of precious metal or of metal clad with precious metal"
5890,91019100,"Electrically operated wrist watches, with case of precious metal or of metal clad with precious metal"
5891,91019900,"Pocket watches, with case of precious metal"
5892,91021100,"Wrist watches, electrically operated with mechanical display only"
5893,91021200,Wrist watches with opto-elcetronic display
5894,91021900,"Wrist watches, electrically operated, whether or not incorporating a stop-watch facility"
